text,label,label_text,source,language
Lyft stock price target cut to 58 from 70 at Deutsche Bank,0,bearish,twitter_financial_news,en
Macerich downgraded to underweight from sector weight at KeyBanc Capital,0,bearish,twitter_financial_news,en
Marinus Pharma stock price target cut to 6 from 7 at Leerink,0,bearish,twitter_financial_news,en
Methanex downgraded at TD Securities on valuation,0,bearish,twitter_financial_news,en
Metro Inc. Just Missed Earnings And Its EPS Looked Sad - But Analysts Have Updated Their Models,0,bearish,twitter_financial_news,en
Mid-America Apartment Communities downgraded to sector weight from overweight at KeyBanc Capital,0,bearish,twitter_financial_news,en
Mitek Systems stock price target cut to 11 from 14 at Benchmark,0,bearish,twitter_financial_news,en
Napco Security stock price target cut to 30 from 35 at Imperial Capital,0,bearish,twitter_financial_news,en
Needham s Martin Defends Her Prediction That Netflix Subscriptions Will Fall,0,bearish,twitter_financial_news,en
Netflix downgraded to underperform at Needham,0,bearish,twitter_financial_news,en
Netflix stock falls after Wells Fargo turns bearish,0,bearish,twitter_financial_news,en
New Netflix bear steps out,0,bearish,twitter_financial_news,en
"New York Opioid Case A Significant Risk For Pharma Stocks, Says Bearish BofA",0,bearish,twitter_financial_news,en
Norwegian Cruise Line downgraded to strong sell from hold at CFRA,0,bearish,twitter_financial_news,en
Novo Nordisk downgraded by UBS on concerns over drug launch cost,0,bearish,twitter_financial_news,en
Oppenheimer cuts estimates on Yum China,0,bearish,twitter_financial_news,en
Orbcomm price target lowered to 9 at Canaccord,0,bearish,twitter_financial_news,en
O Reilly Automotive stock price target cut to 405 from 415 at J.P. Morgan,0,bearish,twitter_financial_news,en
Patterson-UTI Energy started at sell with 7 stock price target at Deutsche Bank,0,bearish,twitter_financial_news,en
PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,0,bearish,twitter_financial_news,en
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,0,bearish,twitter_financial_news,en
"Rosenblatt Projects 47 Downside In Apple Shares, Warns Of Drop In iPhone Production",0,bearish,twitter_financial_news,en
Royal Caribbean downgraded to sell from buy at CFRA,0,bearish,twitter_financial_news,en
Royal Caribbean stock price target cut to 100 from 135 at CFRA,0,bearish,twitter_financial_news,en
Royal Caribbean s stock falls after CFRA swings to bearish on more dire coronavirus assessment,0,bearish,twitter_financial_news,en
Scandinavian Tobacco Group A S Earnings Missed Analyst Estimates Here s What Analysts Are Forecasting Now,0,bearish,twitter_financial_news,en
Sherwin-Williams cut from Conviction Buy at Goldman on valuation,0,bearish,twitter_financial_news,en
Sirius downgraded on valuation,0,bearish,twitter_financial_news,en
Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth,0,bearish,twitter_financial_news,en
SunTrust latest to trim Nielsen target,0,bearish,twitter_financial_news,en
Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0,bearish,twitter_financial_news,en
Take-Two downgraded on murky game slate,0,bearish,twitter_financial_news,en
Take-Two Interactive stock price target cut to 124 from 133 at MKM Partners,0,bearish,twitter_financial_news,en
Target Hospitality downgraded to perform from outperform at Oppenheimer,0,bearish,twitter_financial_news,en
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,0,bearish,twitter_financial_news,en
"The Manitowoc Company, Inc. Just Reported Earnings, And Analysts Cut Their Target Price",0,bearish,twitter_financial_news,en
Transocean started at sell with 3 stock price target at Deutsche Bank,0,bearish,twitter_financial_news,en
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0,bearish,twitter_financial_news,en
Wells Fargo Downgrades Netflix NFLX to Underperform but sees as a takeover target. NFLX could get acquired NFLX i,0,bearish,twitter_financial_news,en
Wells Fargo Downgrades Netflix On Spending Concerns,0,bearish,twitter_financial_news,en
"Wells Fargo downgrades Netflix If content is king, then cash is queen",0,bearish,twitter_financial_news,en
Welltower stock price target cut to 90 from 95 at J.P. Morgan,0,bearish,twitter_financial_news,en
WWE stock price target cut to 57 from 79 at Benchmark,0,bearish,twitter_financial_news,en
ALTG Dougherty Company starts at Buy,1,bullish,twitter_financial_news,en
AMD - AMD s Navi shows strong adoption - BofA,1,bullish,twitter_financial_news,en
ANCUF BMO Capital Markets ups to Outperform,1,bullish,twitter_financial_news,en
BHE Lake Street starts at Buy,1,bullish,twitter_financial_news,en
CNC S P Raises Centene Corp. Rtg To BBB- From BB Outlk Stable,1,bullish,twitter_financial_news,en
DE - Citi gives big boost to Deere PT,1,bullish,twitter_financial_news,en
EBAY - Guggenheim sees favorable catalysts for eBay,1,bullish,twitter_financial_news,en
FCX - Freeport upgraded as Credit Suisse sees big buying opportunity,1,bullish,twitter_financial_news,en
FLXN BTIG Research starts at Buy,1,bullish,twitter_financial_news,en
"FNV - Franco-Nevada will not need more funding despite suspensions, analyst says",1,bullish,twitter_financial_news,en
GBT Cantor Fitzgerald resumes at Overweight,1,bullish,twitter_financial_news,en
GM - Morgan Stanley sees GM doubling in bull case scenario,1,bullish,twitter_financial_news,en
GOOS Barclays starts at Overweight,1,bullish,twitter_financial_news,en
HAS - Hasbro gains after UBS upgrade,1,bullish,twitter_financial_news,en
"JD - New bull praises acceleration, margin profile",1,bullish,twitter_financial_news,en
JD Barclays ups to Overweight,1,bullish,twitter_financial_news,en
KHC - JPMorgan constructive on Kraft Heinz,1,bullish,twitter_financial_news,en
KIM Compass Point ups to Neutral,1,bullish,twitter_financial_news,en
LOW - Lowe s racks up another positive rating despite recession risk,1,bullish,twitter_financial_news,en
LRCX - Lam target boosted on compelling setup,1,bullish,twitter_financial_news,en
LULU Barclays starts at Overweight,1,bullish,twitter_financial_news,en
"MU WDC - Bull sees 2020 upsides for MU, WDC",1,bullish,twitter_financial_news,en
NBY Rated buy,1,bullish,twitter_financial_news,en
NFLX - SunTrust expecting Netflix to post strong user growth,1,bullish,twitter_financial_news,en
NVDA - Nvidia set for gaming tailwinds - BofA,1,bullish,twitter_financial_news,en
OCN - BTIG sees material improvement to Ocwen book value,1,bullish,twitter_financial_news,en
OYST Cowen starts at Outperform,1,bullish,twitter_financial_news,en
RAPT BMO Capital Markets starts at Outperform,1,bullish,twitter_financial_news,en
RNG - Evercore starts RingCentral at Outperform,1,bullish,twitter_financial_news,en
SBAC SBAC AMT - MoffettNathanson boosts SBAC to Buy,1,bullish,twitter_financial_news,en
SNAP - Loop turns bullish on Snap ad growth,1,bullish,twitter_financial_news,en
STXS Lake Street starts at Buy,1,bullish,twitter_financial_news,en
TENB - Cowen sees upside in TENB s Indegy purchase,1,bullish,twitter_financial_news,en
"UBER LYFT - Uber, Lyft can raise prices to profit - Barclays",1,bullish,twitter_financial_news,en
WABC Maxim Group ups to Buy,1,bullish,twitter_financial_news,en
WRI Compass Point ups to Buy,1,bullish,twitter_financial_news,en
ZS - New Zscaler bull sees sustainable growth shares 4,1,bullish,twitter_financial_news,en
"Activision, Take-Two charts look constructive as Wells Fargo gets bullish on video game plays Trader ATVI TTWO",1,bullish,twitter_financial_news,en
Adobe stock price target raised to 315 vs. 290 at Wedbush,1,bullish,twitter_financial_news,en
Adobe stock price target raised to 318 vs. 310 at Instinet,1,bullish,twitter_financial_news,en
Aegis Capital positive on Netflix usage trend,1,bullish,twitter_financial_news,en
"After a 60 drop in 6 months, Bank of America says buy pot stock Canopy",1,bullish,twitter_financial_news,en
Akero Therapeutics started at buy with 36 stock price target at Canaccord Genuity,1,bullish,twitter_financial_news,en
Align Technology stock price target raised to 305 from 290 at Stifel Nicolaus,1,bullish,twitter_financial_news,en
Allergan upgraded to buy from neutral at UBS,1,bullish,twitter_financial_news,en
Altria stock price target raised to 54 from 50 at Stifel Nicolaus,1,bullish,twitter_financial_news,en
Amneal Pharma price target raised to 6 vs. 4 at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
"An analyst at Loop Capital upgrades LYFT to buy from hold, citing higher revenue growth potential.",1,bullish,twitter_financial_news,en
Analyst AT T Is The Top Telecom Pick For 2020,1,bullish,twitter_financial_news,en
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,1,bullish,twitter_financial_news,en
Analysts See 18 Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,1,bullish,twitter_financial_news,en
Ansys stock price target raised to 265 from 235 at Benchmark,1,bullish,twitter_financial_news,en
Anthem stock price target raised to 330 from 300 at SunTrust RH,1,bullish,twitter_financial_news,en
Applied Industrial Technologies stock price target raised to 70 from 65 at KeyBanc Capital,1,bullish,twitter_financial_news,en
arGen-X stock price target raised to 255 vs. 203 at Instinet,1,bullish,twitter_financial_news,en
Armata Pharmaceuticals started at buy with 8 stock price target at Maxim Group,1,bullish,twitter_financial_news,en
Arrow Electronics stock price target raised to 87 vs. 84 at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run",1,bullish,twitter_financial_news,en
Audentes Therapeutics stock price target raised to 40 from 34 at Evercore ISI,1,bullish,twitter_financial_news,en
Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,1,bullish,twitter_financial_news,en
Axcelis Technologies stock price target raised to 32 from 24 at Benchmark,1,bullish,twitter_financial_news,en
Baird bullish on beat-up Canada Goose,1,bullish,twitter_financial_news,en
Baird likes drug wholesalers in premarket analyst action,1,bullish,twitter_financial_news,en
Baird returns to Wingstop bull camp,1,bullish,twitter_financial_news,en
Baker Hughes started at buy with 32 stock price target at Deutsche Bank,1,bullish,twitter_financial_news,en
Bank of America stock price target raised to 49 from 48 at Oppenheimer,1,bullish,twitter_financial_news,en
Barclays analysts says Uber and Lyft are well-positioned to achieve profitability,1,bullish,twitter_financial_news,en
"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to 38 from 32",1,bullish,twitter_financial_news,en
Bed Bath Beyond reiterated as buy at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
Belden stock price target raised to 56 vs. 54 at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
Benchmark says this roof supplier is a Buy,1,bullish,twitter_financial_news,en
Bernstein turns bullish on VMware s valuation,1,bullish,twitter_financial_news,en
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,bullish,twitter_financial_news,en
Best Buy stock price target raised to 105 from 86 at Oppenheimer,1,bullish,twitter_financial_news,en
Biogen stock price target raised to 392 from 320 at Instinet,1,bullish,twitter_financial_news,en
Biogen stock price target raised to 410 from 350 at SVB Leerink,1,bullish,twitter_financial_news,en
Boeing stock price target raised to 427 from 406 at CFRA,1,bullish,twitter_financial_news,en
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,bullish,twitter_financial_news,en
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,bullish,twitter_financial_news,en
BTIG expects Domino s to boost buybacks,1,bullish,twitter_financial_news,en
BTIG sees material improvement to Ocwen book value,1,bullish,twitter_financial_news,en
"Bull sees 2020 upsides for MU, WDC",1,bullish,twitter_financial_news,en
Cabot upgraded to buy from neutral at UBS,1,bullish,twitter_financial_news,en
"Canada Goose upgraded to outperform from neutral at Baird, price target C 53",1,bullish,twitter_financial_news,en
Capital Southwest initiated at outperform at Raymond James with 23.50 price target,1,bullish,twitter_financial_news,en
Celanese stock price target raised to 120 vs. 111 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
CF Industries stock price target raised to 56 vs. 52 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
Ciena stock price target raised to 47 vs. 43 at Instinet,1,bullish,twitter_financial_news,en
Citi gives big boost to Deere PT,1,bullish,twitter_financial_news,en
Citi reels in PT on Nu Skin,1,bullish,twitter_financial_news,en
"CITRON SAYS IT S LONG ON LUCKIN COFFEE

MW vs CItron",1,bullish,twitter_financial_news,en
CNH Industrial upped to Buy at Deutsche Bank on valuation,1,bullish,twitter_financial_news,en
Copa Holdings stock price target raised to 130 from 103 at Deutsche Bank,1,bullish,twitter_financial_news,en
Costco price target raised to 330 vs. 320 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
CSX stock price target raised to 90 from 72 at Deutsche Bank,1,bullish,twitter_financial_news,en
CSX upgraded to buy from hold at Deutsche Bank,1,bullish,twitter_financial_news,en
CVS Health stock price target raised to 90 from 85 at SunTrust RH,1,bullish,twitter_financial_news,en
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,1,bullish,twitter_financial_news,en
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,1,bullish,twitter_financial_news,en
DLH Holdings maintained as buy with 7 price target at Canaccord,1,bullish,twitter_financial_news,en
Domtar upgraded to market perform at BMO Capital,1,bullish,twitter_financial_news,en
Dow stock price target raised to 52 vs. 46 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
"Earnings Update Here s Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US 2.25",1,bullish,twitter_financial_news,en
Earnings Update Here s Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US 2.00,1,bullish,twitter_financial_news,en
"Earnings Update Here s Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US 104",1,bullish,twitter_financial_news,en
Eastman Chemical stock price target raised to 85 vs. 82 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
Edgewell stock price target raised to 41 from 33 at CFRA,1,bullish,twitter_financial_news,en
Elastic upgraded to buy from hold at Canaccord Genuity,1,bullish,twitter_financial_news,en
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C 54 from C 50",1,bullish,twitter_financial_news,en
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to 51 from 41",1,bullish,twitter_financial_news,en
Energizer shakes off JPMorgan s bear call,1,bullish,twitter_financial_news,en
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,bullish,twitter_financial_news,en
Estee Lauder stock price target raised to 238 from 202 at Raymond James,1,bullish,twitter_financial_news,en
Etsy initiated as buy with 55 price target at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
FedEx stock price target raised to 168 from 163 at BofA Securities,1,bullish,twitter_financial_news,en
FleetCor stock price target raised to 325 from 310 at CFRA,1,bullish,twitter_financial_news,en
Ford s electric SUV impresses Credit Suisse,1,bullish,twitter_financial_news,en
Fortinet stock price target raised to 115 from 104 at BMO Capital,1,bullish,twitter_financial_news,en
Fortinet stock price target raised to 120 from 110 at Monness Crespi Hardt,1,bullish,twitter_financial_news,en
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,bullish,twitter_financial_news,en
Goldman adds Workday to conviction list shares 1,1,bullish,twitter_financial_news,en
"Goldman Says 36,000 Rally in Brazilian Retailer Has Room to Run",1,bullish,twitter_financial_news,en
GrubHub stock price target raised to 40 from 34 at Oppenheimer,1,bullish,twitter_financial_news,en
GrubHub stock price target raised to 60 from 30 at Susquehanna,1,bullish,twitter_financial_news,en
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,bullish,twitter_financial_news,en
"Hasbro upgraded to buy from neutral at UBS, price target 117",1,bullish,twitter_financial_news,en
Heat Biologics started at buy with 1 stock price target at Maxim Group,1,bullish,twitter_financial_news,en
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to 235 from 225",1,bullish,twitter_financial_news,en
Humana stock price target raised to 363 from 319 at Deutsche Bank,1,bullish,twitter_financial_news,en
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,1,bullish,twitter_financial_news,en
Intel stock price target raised to 62 vs. 60 at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
Intercept Pharmaceuticals maintained as buy with 165 price target at Canaccord,1,bullish,twitter_financial_news,en
Invitae Corp. maintained as buy at Benchmark,1,bullish,twitter_financial_news,en
J.C. Penney stock price target raised to 1.00 from 80 cents at B. Riley FBR,1,bullish,twitter_financial_news,en
Jabil stock price target raised to 47 from 36 at CFRA,1,bullish,twitter_financial_news,en
Jefferies analysts lifted Tesla TSLA shares to buy while paring the price target 19 .,1,bullish,twitter_financial_news,en
JPMorgan likes Bausch Health in premarket analyst action,1,bullish,twitter_financial_news,en
JPMorgan out bullish on Uber s upside potential,1,bullish,twitter_financial_news,en
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,1,bullish,twitter_financial_news,en
L3Harris started at buy with 280 stock price target at Benchmark,1,bullish,twitter_financial_news,en
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1,bullish,twitter_financial_news,en
Ligand Pharmaceuticals started at buy with 135 stock price target at Benchmark,1,bullish,twitter_financial_news,en
Lovesac maintained as buy at Canaccord,1,bullish,twitter_financial_news,en
Lululemon stock price target raised to 260 vs. 222 at Susquehanna,1,bullish,twitter_financial_news,en
Lyft stock gets an upgrade due to competitive positioning,1,bullish,twitter_financial_news,en
LyondellBasell sock price target raised to 107 vs. 99 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
Magnolia Oil Gas started at overweight with 14 stock price target at KeyBanc Capital,1,bullish,twitter_financial_news,en
Mesa Air reiterated as outperform at Cowen,1,bullish,twitter_financial_news,en
Microchip Technology stock price target raised to 113 vs. 106 at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
Mizuho raises Intel on aggressive price cuts,1,bullish,twitter_financial_news,en
Molina Healthcare stock price target raised to 165 from 155 at SunTrust RH,1,bullish,twitter_financial_news,en
Morgan Stanley analyst Joseph Moore upgraded NVIDIA NASDAQ NVDA from Equalweight to Overweight with a price tar,1,bullish,twitter_financial_news,en
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,1,bullish,twitter_financial_news,en
Morgan Stanley joins mortgage sector bulls,1,bullish,twitter_financial_news,en
Morgan Stanley Raises Fortinet s Price Target After Bullish Analyst Day,1,bullish,twitter_financial_news,en
Morgan Stanley upgrades NVIDIA NVDA from Equal-Weight to Overweight and announces 259 price target.,1,bullish,twitter_financial_news,en
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be a return to solid growth",1,bullish,twitter_financial_news,en
"Munster Doubles Down, Says Apple Has 40 Upside This Year",1,bullish,twitter_financial_news,en
New bull sees 22 upside for Splunk,1,bullish,twitter_financial_news,en
New for subscribers Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest...,1,bullish,twitter_financial_news,en
Newmont Goldcorp stock price target raised to 41.50 from 39.50 at B. Riley FBR,1,bullish,twitter_financial_news,en
NLight target raised on Nutronics deal,1,bullish,twitter_financial_news,en
Nokia stock price target raised to 6.00 from 5.50 at MKM Partners,1,bullish,twitter_financial_news,en
Nuvasive upgraded to outperform vs market perform at Leerink,1,bullish,twitter_financial_news,en
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1,bullish,twitter_financial_news,en
Nvidia stock climbs after Morgan Stanley turns bullish,1,bullish,twitter_financial_news,en
NXP Semiconductors stock price target raised to 139 vs. 128 at SunTrust Robinson Humphrey,1,bullish,twitter_financial_news,en
Olin Corp. stock price target raised to 23 vs. 22 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
One analyst says TD could unlock significant value by selling its minority stake in Ameritrade after its purchase,1,bullish,twitter_financial_news,en
Onto Innovation stock price target raised to 50 from 40 at Benchmark,1,bullish,twitter_financial_news,en
Owens Corning upgraded at Wells after raising residential insulation prices,1,bullish,twitter_financial_news,en
"Owens Corning Upgraded On Strong Insulation, Roofing Potential",1,bullish,twitter_financial_news,en
Oyster Point Pharma initiated at overweight with 26 price target at JP Morgan,1,bullish,twitter_financial_news,en
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,bullish,twitter_financial_news,en
PennMac Financial rises to record as Piper gets more bullish,1,bullish,twitter_financial_news,en
Piper likes DexCom in premarket analyst action,1,bullish,twitter_financial_news,en
"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,bullish,twitter_financial_news,en
PPG Industries stock price target raised to 113 vs. 105 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
Prothena upgraded to outperform from in line at Evercore ISI,1,bullish,twitter_financial_news,en
Purple Innovation initiated at overweight with 12 price target at KeyBanc Capital,1,bullish,twitter_financial_news,en
Quanterix maintained as outperform with 35 price target at Leerink,1,bullish,twitter_financial_news,en
Results KLA Corporation Beat Earnings Expectations And Analysts Now Have New Forecasts,1,bullish,twitter_financial_news,en
RPM International stock price target raised to 79 vs. 75 at BofA Merrill Lynch,1,bullish,twitter_financial_news,en
